attribute,mean,max,min
maccs_k032,0.020833333333333332,1.0,0.0
pubchem_f390,0.09436274509803921,1.0,0.0
pubchem_f722,0.03002450980392157,1.0,0.0
pattern_c243,0.02022058823529412,1.0,0.0
pubchem_f706,0.16544117647058823,1.0,0.0
pubchem_f785,0.030637254901960783,1.0,0.0
phosphate monoester,0.0196078431372549,1.0,0.0
pattern_c256,0.0196078431372549,1.0,0.0
maccs_k097,0.22181372549019607,1.0,0.0
1_methoxy2_unsubstituted_arene,0.08088235294117647,1.0,0.0
annelated_rings,0.4540441176470588,1.0,0.0
pubchem_f488,0.11090686274509803,1.0,0.0
pubchem_f605,0.21446078431372548,1.0,0.0
pattern_c30,0.24509803921568626,1.0,0.0
pattern_c107,0.20465686274509803,1.0,0.0
n-acyl-aliphatic alpha-amino-acid,0.018995098039215685,1.0,0.0
mixed_anhydride,0.018995098039215685,1.0,0.0
pubchem_f644,0.29105392156862747,1.0,0.0
edg,0.29840686274509803,1.0,0.0
pubchem_f680,0.8314950980392157,1.0,0.0
maccs_k058,0.03553921568627451,1.0,0.0
maccs_k101,0.4571078431372549,1.0,0.0
pubchem_f484,0.017769607843137254,1.0,0.0
pattern_c317,0.017769607843137254,1.0,0.0
pubchem_f704,0.07965686274509803,1.0,0.0
pubchem_f346,0.42830882352941174,1.0,0.0
pubchem_f398,0.06924019607843138,1.0,0.0
pubchem_f575,0.28125,1.0,0.0
pubchem_f675,0.09803921568627451,1.0,0.0
pubchem_f672,0.25612745098039214,1.0,0.0
pubchem_f778,0.27144607843137253,1.0,0.0
conjugated_double_bond,0.38357843137254904,1.0,0.0
hemiacetal,0.01715686274509804,1.0,0.0
dialkylether,0.0784313725490196,1.0,0.0
sugar_pattern_2_reducing,0.016544117647058824,1.0,0.0
pattern_c252,0.016544117647058824,1.0,0.0
pubchem_f117,0.016544117647058824,1.0,0.0
sulfonamide,0.016544117647058824,1.0,0.0
pattern_c123,0.016544117647058824,1.0,0.0
dialkylthioether,0.016544117647058824,1.0,0.0
guanidine,0.016544117647058824,1.0,0.0
maccs_k055,0.03370098039215686,1.0,0.0
pubchem_f150,0.06678921568627451,1.0,0.0
pubchem_f460,0.03308823529411765,1.0,0.0
4_hydroxyanilide,6.127450980392157E-4,1.0,0.0
maccs_322_033,6.127450980392157E-4,1.0,0.0
pattern_c125,6.127450980392157E-4,1.0,0.0
dithiocarbamic acid ester,6.127450980392157E-4,1.0,0.0
benzo_14_diazepine,6.127450980392157E-4,1.0,0.0
pubchem_f167,6.127450980392157E-4,1.0,0.0
pattern_c204,6.127450980392157E-4,1.0,0.0
aryl_urea,6.127450980392157E-4,1.0,0.0
dibenzo_14_diazepine,6.127450980392157E-4,1.0,0.0
organofluoride_pattern2,6.127450980392157E-4,1.0,0.0
pubchem_f561,0.13051470588235295,1.0,0.0
maccs_k051,0.032475490196078434,1.0,0.0
pubchem_f415,0.032475490196078434,1.0,0.0
pubchem_f760,0.015318627450980392,1.0,0.0
pubchem_f823,0.015318627450980392,1.0,0.0
n_in_aromatic_5_ring,0.08517156862745098,1.0,0.0
pubchem_f458,0.031862745098039214,1.0,0.0
pattern_c287,0.014705882352941176,1.0,0.0
secondary aliphatic/aromatic amine,0.014705882352941176,1.0,0.0
maccs_k022,0.03125,1.0,0.0
pubchem_f116,0.03125,1.0,0.0
ring_of_size3,0.03125,1.0,0.0
pubchem_f610,0.014093137254901961,1.0,0.0
pubchem_f152,0.013480392156862746,1.0,0.0
pubchem_f018,0.013480392156862746,1.0,0.0
pubchem_f148,0.013480392156862746,1.0,0.0
2|E1,0.0,0.0,0.0
